Premise	Hypothesis	Label
Granted, there exists, in the form of a rich language and history, what Huntington would call a core Sinic civilization.	Huntington called it a cynical civilization.	contradictory
The legislation would be used to realign GAO, not to downsize it, and would only be for GAO-the legislation would have no effect on the executive branch agencies.	The rule would downsize GAO instead of realigning it.	contradictory
Though, if it is as we suspect, it seems a clear enough case. 	It seems like a clear case.	entailment
Macau has an ample supply of Portuguese wines.	There is no wine in Macau.	contradictory
you know what's going to happen when she gets there you know all of her dreams will be dispelled	You have no idea what will happen to her after she gets there. 	contradictory
The girl's back and arm were seen to be completely covered with black patches of burned skin, no longer resembling flesh.	The child was heavily burned.	entailment
Rooms have private lanais, refrigerators, and coffeemakers.	Rooms have no fridge.	contradictory
I have a host of one-liners I've collected over the years that I thought about using at this point in response to some of these critics who think we missed a no-brainer, but I won't do that.	I have a lot of stand-up comedy routines from the past years.	contradictory
so because you always put your phone number down so they can call and tell you that you won	So you put your phone number down so they can all you and tell you that you're the winner	entailment
Were Davis' electric instruments and simpler forms an opportunistic concession to pop?	Was the apparatus valid to pop?	entailment
Exhibit 2 Analytic Sequence for Multi-Emissions Reduction Proposal Benefits Analysis	There is no exhibit 2 to be shown today.	contradictory
But I never thought I'd meet you one day.	He knew he would meet you one day.	contradictory
 The chant changed, after a long moment of silence.	After a period of quiet, the chant became different.	entailment
The challenge is how to stop the landscape from being changed by the very people who come to marvel at it.	The landscape has proven to be very resilient to human influence.	contradictory
